source,campaign,influencer_id,user_id,product,date,orders,revenue
YouTube,Campaign_6,44,user_3076,Protein Powder,23-03-2025,4,152.1
Instagram,Campaign_15,88,user_3010,Protein Powder,19-06-2025,1,59.67
Instagram,Campaign_16,47,user_4176,Multivitamin,14-07-2025,5,295.03
Instagram,Campaign_19,25,user_3929,Omega-3,23-01-2025,1,401.28
Instagram,Campaign_6,34,user_3146,Kids Shake,04-02-2025,4,163.21
YouTube,Campaign_5,21,user_815,Omega-3,03-07-2025,5,108.75
YouTube,Campaign_1,53,user_3226,Kids Shake,03-07-2025,5,421.83
YouTube,Campaign_18,4,user_1017,Multivitamin,01-02-2025,1,106.72
Instagram,Campaign_20,88,user_1475,Protein Powder,27-02-2025,4,404.25
Instagram,Campaign_4,13,user_321,Multivitamin,22-02-2025,2,333.27
YouTube,Campaign_3,29,user_4608,Omega-3,11-07-2025,1,490.37
Instagram,Campaign_17,31,user_2446,Omega-3,02-03-2025,2,223.06
Twitter,Campaign_1,98,user_2035,Omega-3,08-07-2025,5,454.22
YouTube,Campaign_10,4,user_4376,Kids Shake,14-06-2025,5,255.41
Instagram,Campaign_11,92,user_4282,Omega-3,14-02-2025,5,265.08
Twitter,Campaign_4,18,user_367,Multivitamin,10-07-2025,2,88
Twitter,Campaign_7,70,user_1100,Multivitamin,18-02-2025,3,153.15
Instagram,Campaign_20,9,user_3458,Protein Powder,01-03-2025,3,145.12
YouTube,Campaign_6,73,user_3278,Kids Shake,28-06-2025,3,344.73
YouTube,Campaign_5,53,user_4391,Multivitamin,01-07-2025,3,497.77
Instagram,Campaign_7,57,user_3049,Multivitamin,03-04-2025,2,171.85
YouTube,Campaign_14,73,user_3105,Protein Powder,15-02-2025,2,57.21
Twitter,Campaign_4,56,user_4354,Protein Powder,25-01-2025,5,215.26
YouTube,Campaign_11,39,user_729,Omega-3,25-04-2025,3,90.24
YouTube,Campaign_8,83,user_2242,Protein Powder,24-06-2025,4,490.15
YouTube,Campaign_8,73,user_3102,Protein Powder,18-06-2025,2,272.71
Twitter,Campaign_10,64,user_4824,Kids Shake,25-06-2025,5,187.47
Instagram,Campaign_19,86,user_2311,Omega-3,14-02-2025,1,450.35
Instagram,Campaign_6,50,user_2606,Kids Shake,03-06-2025,3,406.92
Instagram,Campaign_18,40,user_4520,Kids Shake,19-03-2025,5,81.23
Twitter,Campaign_1,32,user_4208,Multivitamin,01-02-2025,2,88.48
Twitter,Campaign_19,19,user_2191,Protein Powder,06-02-2025,3,359.6
Twitter,Campaign_8,2,user_4987,Kids Shake,24-03-2025,2,230.7
Instagram,Campaign_12,34,user_3840,Omega-3,10-05-2025,4,269.89
Instagram,Campaign_8,86,user_2501,Protein Powder,02-05-2025,4,389.88
Instagram,Campaign_3,60,user_652,Protein Powder,19-05-2025,1,99.25
YouTube,Campaign_2,43,user_693,Omega-3,28-02-2025,4,408.01
Twitter,Campaign_1,8,user_3474,Multivitamin,19-03-2025,4,267.21
Twitter,Campaign_18,37,user_1022,Kids Shake,16-07-2025,5,111.29
Instagram,Campaign_1,86,user_3482,Omega-3,18-05-2025,5,348.36
Instagram,Campaign_2,99,user_4976,Kids Shake,06-06-2025,5,453.82
Twitter,Campaign_6,70,user_616,Omega-3,15-06-2025,5,189.58
Twitter,Campaign_2,3,user_3463,Kids Shake,13-04-2025,2,199.18
Instagram,Campaign_4,57,user_2769,Multivitamin,03-03-2025,1,159.23
YouTube,Campaign_16,54,user_2405,Omega-3,26-05-2025,1,374.25
Twitter,Campaign_19,68,user_3225,Multivitamin,02-05-2025,5,416.35
Twitter,Campaign_2,8,user_3794,Kids Shake,05-07-2025,3,22.83
Instagram,Campaign_15,42,user_2692,Omega-3,20-04-2025,1,22.47
YouTube,Campaign_6,44,user_3294,Omega-3,17-07-2025,1,226.79
YouTube,Campaign_7,93,user_695,Multivitamin,05-04-2025,1,458.29
Twitter,Campaign_1,8,user_1275,Omega-3,23-05-2025,4,209.77
Instagram,Campaign_10,40,user_2986,Kids Shake,03-06-2025,5,409.54
Twitter,Campaign_4,56,user_3593,Kids Shake,08-06-2025,2,189.79
YouTube,Campaign_14,46,user_48,Omega-3,30-05-2025,1,110.99
Instagram,Campaign_2,60,user_1096,Kids Shake,03-04-2025,3,452.48
Twitter,Campaign_6,68,user_1631,Kids Shake,30-01-2025,3,77.02
YouTube,Campaign_16,97,user_4507,Kids Shake,26-01-2025,2,175.95
YouTube,Campaign_13,81,user_4112,Kids Shake,16-06-2025,1,479.69
Instagram,Campaign_1,62,user_1034,Multivitamin,22-04-2025,5,26.55
Twitter,Campaign_8,22,user_427,Omega-3,01-04-2025,5,373.97
Instagram,Campaign_14,65,user_3934,Omega-3,08-05-2025,4,59.66
Twitter,Campaign_14,37,user_2030,Multivitamin,11-03-2025,2,139.74
Twitter,Campaign_4,63,user_2159,Multivitamin,30-01-2025,4,115.24
Instagram,Campaign_4,47,user_4116,Multivitamin,01-06-2025,5,321.88
Instagram,Campaign_5,40,user_1880,Protein Powder,16-06-2025,4,38.42
YouTube,Campaign_7,53,user_1198,Kids Shake,15-07-2025,5,115.83
Instagram,Campaign_2,100,user_3116,Kids Shake,07-03-2025,3,356.08
Twitter,Campaign_8,98,user_1817,Omega-3,01-04-2025,4,49.45
Twitter,Campaign_14,6,user_424,Omega-3,21-06-2025,3,194.52
Instagram,Campaign_12,25,user_3425,Multivitamin,29-04-2025,1,107.24
Twitter,Campaign_1,90,user_428,Omega-3,26-05-2025,3,246.59
Instagram,Campaign_20,25,user_826,Kids Shake,02-06-2025,3,475.2
YouTube,Campaign_12,93,user_2739,Omega-3,21-06-2025,1,341.09
Twitter,Campaign_18,19,user_1068,Omega-3,18-04-2025,3,376.61
Instagram,Campaign_19,65,user_4333,Omega-3,20-05-2025,3,120.82
YouTube,Campaign_13,46,user_715,Protein Powder,16-06-2025,5,77.77
YouTube,Campaign_19,54,user_1561,Multivitamin,27-03-2025,1,55.94
Instagram,Campaign_18,49,user_2810,Omega-3,20-03-2025,2,276.11
YouTube,Campaign_5,17,user_359,Multivitamin,31-05-2025,4,284.24
YouTube,Campaign_9,27,user_4591,Omega-3,17-04-2025,4,322.34
Twitter,Campaign_4,11,user_3573,Protein Powder,18-03-2025,4,271.41
YouTube,Campaign_17,27,user_180,Multivitamin,16-02-2025,3,354.42
Instagram,Campaign_5,87,user_2373,Protein Powder,25-02-2025,1,401.31
Twitter,Campaign_7,38,user_3257,Kids Shake,25-01-2025,5,437.72
Twitter,Campaign_3,41,user_1356,Kids Shake,11-03-2025,4,290
Twitter,Campaign_13,1,user_3284,Omega-3,28-05-2025,2,21.73
YouTube,Campaign_19,73,user_1785,Protein Powder,10-03-2025,4,261.83
Instagram,Campaign_17,87,user_2121,Omega-3,24-05-2025,3,359.96
Twitter,Campaign_18,90,user_976,Multivitamin,23-05-2025,1,276.11
Instagram,Campaign_10,34,user_321,Multivitamin,09-05-2025,2,149.81
Twitter,Campaign_2,32,user_2040,Multivitamin,05-03-2025,1,20.67
Instagram,Campaign_12,50,user_4958,Omega-3,27-04-2025,1,474.29
Twitter,Campaign_18,89,user_2164,Multivitamin,06-04-2025,5,161.55
Instagram,Campaign_2,86,user_86,Omega-3,24-05-2025,3,104.83
Twitter,Campaign_1,80,user_4403,Protein Powder,24-01-2025,4,473.92
Instagram,Campaign_9,15,user_4951,Multivitamin,28-03-2025,2,175.65
Twitter,Campaign_7,98,user_4765,Kids Shake,10-06-2025,4,131.23
Instagram,Campaign_14,31,user_3020,Multivitamin,19-03-2025,1,258.06
YouTube,Campaign_15,71,user_1516,Multivitamin,01-06-2025,5,255.45
Instagram,Campaign_6,26,user_2311,Protein Powder,01-05-2025,2,444.92
YouTube,Campaign_13,17,user_4980,Multivitamin,02-07-2025,2,54.58
Twitter,Campaign_8,68,user_3728,Kids Shake,24-06-2025,5,85.9
YouTube,Campaign_1,4,user_4943,Protein Powder,14-04-2025,4,29.94
YouTube,Campaign_1,29,user_359,Multivitamin,17-05-2025,1,148.48
Instagram,Campaign_20,30,user_111,Protein Powder,22-06-2025,5,373.34
Twitter,Campaign_11,56,user_697,Multivitamin,14-06-2025,4,384.64
YouTube,Campaign_15,73,user_1337,Omega-3,26-04-2025,4,94.17
YouTube,Campaign_2,73,user_4453,Omega-3,09-02-2025,5,79.08
Instagram,Campaign_2,96,user_843,Omega-3,23-06-2025,5,445.5
Instagram,Campaign_14,99,user_1162,Protein Powder,23-05-2025,1,128.8
Twitter,Campaign_13,98,user_1208,Omega-3,02-02-2025,3,128.42
Instagram,Campaign_13,65,user_921,Kids Shake,06-06-2025,1,127.77
Instagram,Campaign_10,84,user_2928,Protein Powder,12-02-2025,3,76.81
YouTube,Campaign_3,61,user_356,Multivitamin,04-06-2025,4,274.63
Instagram,Campaign_20,30,user_1486,Kids Shake,11-06-2025,3,319.88
Instagram,Campaign_10,92,user_2854,Protein Powder,11-05-2025,4,337.63
Twitter,Campaign_9,98,user_626,Protein Powder,11-06-2025,2,173.72
Instagram,Campaign_13,10,user_3660,Kids Shake,02-07-2025,1,297.36
Twitter,Campaign_9,48,user_1186,Protein Powder,28-04-2025,2,107.3
Twitter,Campaign_13,33,user_2889,Omega-3,15-03-2025,4,251.02
Twitter,Campaign_14,98,user_4930,Omega-3,14-06-2025,2,203.93
Twitter,Campaign_18,5,user_4073,Kids Shake,05-03-2025,5,414.27
Instagram,Campaign_13,28,user_685,Kids Shake,07-03-2025,5,392.76
Instagram,Campaign_8,66,user_715,Multivitamin,18-04-2025,1,117.57
YouTube,Campaign_1,97,user_2969,Kids Shake,15-06-2025,1,48.6
Instagram,Campaign_12,96,user_2957,Multivitamin,05-05-2025,4,89.19
Twitter,Campaign_18,85,user_3450,Multivitamin,27-05-2025,2,46.82
YouTube,Campaign_5,21,user_961,Multivitamin,14-04-2025,1,354.14
YouTube,Campaign_14,78,user_3045,Protein Powder,21-01-2025,1,338.12
Instagram,Campaign_3,88,user_3907,Multivitamin,12-07-2025,2,195.32
YouTube,Campaign_3,83,user_2008,Protein Powder,16-07-2025,5,418.91
Instagram,Campaign_14,92,user_1227,Multivitamin,21-03-2025,2,379.09
YouTube,Campaign_10,78,user_3852,Kids Shake,24-04-2025,4,395.07
YouTube,Campaign_1,75,user_2350,Protein Powder,10-06-2025,1,442.96
Twitter,Campaign_2,33,user_4950,Multivitamin,13-03-2025,2,25.22
YouTube,Campaign_14,52,user_3722,Omega-3,23-02-2025,5,166.9
Instagram,Campaign_8,60,user_3471,Multivitamin,11-05-2025,1,270.32
Twitter,Campaign_5,48,user_1736,Kids Shake,11-02-2025,1,125.08
Twitter,Campaign_6,79,user_4582,Protein Powder,23-01-2025,4,249.16
Twitter,Campaign_13,80,user_3117,Multivitamin,06-07-2025,3,330.39
Instagram,Campaign_7,35,user_2212,Protein Powder,23-06-2025,1,194.1
Twitter,Campaign_11,32,user_230,Multivitamin,08-05-2025,2,279.95
YouTube,Campaign_3,73,user_1736,Protein Powder,01-05-2025,2,284.81
Instagram,Campaign_2,99,user_1969,Omega-3,28-06-2025,5,291.1
Twitter,Campaign_19,22,user_3964,Protein Powder,07-07-2025,3,64.74
YouTube,Campaign_10,75,user_70,Omega-3,08-05-2025,4,260.1
Instagram,Campaign_11,57,user_3201,Omega-3,16-06-2025,1,179.03
Instagram,Campaign_17,57,user_828,Multivitamin,13-07-2025,5,402.11
Instagram,Campaign_16,10,user_4804,Protein Powder,06-05-2025,2,92.74
YouTube,Campaign_15,75,user_646,Protein Powder,21-05-2025,2,407.59
Instagram,Campaign_5,34,user_1320,Omega-3,27-03-2025,2,182.73
YouTube,Campaign_12,20,user_3530,Protein Powder,26-01-2025,4,134.77
YouTube,Campaign_20,46,user_4972,Protein Powder,10-06-2025,5,321.34
YouTube,Campaign_16,4,user_798,Protein Powder,13-06-2025,3,282.63
YouTube,Campaign_3,54,user_4088,Protein Powder,25-03-2025,3,101.46
YouTube,Campaign_10,27,user_1323,Protein Powder,09-05-2025,5,194.4
Instagram,Campaign_3,9,user_583,Multivitamin,24-03-2025,3,493.35
Instagram,Campaign_9,49,user_3622,Multivitamin,18-06-2025,5,254.36
Instagram,Campaign_12,57,user_2349,Kids Shake,06-04-2025,5,460.23
Twitter,Campaign_5,64,user_3612,Omega-3,10-03-2025,5,476.98
Twitter,Campaign_12,79,user_684,Kids Shake,12-03-2025,4,146.16
YouTube,Campaign_2,12,user_468,Multivitamin,21-01-2025,5,23.81
YouTube,Campaign_4,54,user_2382,Kids Shake,09-06-2025,5,211.65
Twitter,Campaign_3,41,user_1828,Kids Shake,23-03-2025,1,187.49
YouTube,Campaign_15,71,user_4384,Kids Shake,22-06-2025,1,106.53
YouTube,Campaign_4,43,user_3252,Kids Shake,29-05-2025,4,177.79
Twitter,Campaign_11,68,user_2806,Kids Shake,26-05-2025,4,74.88
Instagram,Campaign_15,62,user_314,Multivitamin,21-03-2025,2,327.3
Instagram,Campaign_11,34,user_4655,Protein Powder,16-02-2025,4,49.95
Instagram,Campaign_12,25,user_3524,Kids Shake,26-05-2025,1,121.52
Instagram,Campaign_1,31,user_3465,Omega-3,16-05-2025,2,60.12
Twitter,Campaign_3,11,user_2244,Kids Shake,29-06-2025,3,439.41
Twitter,Campaign_15,18,user_3439,Multivitamin,29-01-2025,3,108.36
YouTube,Campaign_2,78,user_758,Kids Shake,23-04-2025,3,98.98
Instagram,Campaign_12,82,user_3434,Kids Shake,20-03-2025,5,350.64
Instagram,Campaign_6,99,user_3579,Omega-3,23-01-2025,5,206.79
Twitter,Campaign_1,22,user_4595,Multivitamin,30-06-2025,5,315.93
Twitter,Campaign_11,32,user_2593,Protein Powder,11-06-2025,4,468.23
Twitter,Campaign_16,22,user_2593,Protein Powder,28-01-2025,4,146.15
Instagram,Campaign_1,49,user_3691,Multivitamin,07-02-2025,4,326.68
YouTube,Campaign_19,69,user_799,Protein Powder,25-05-2025,2,221.68
YouTube,Campaign_18,74,user_1361,Kids Shake,25-05-2025,3,120.69
YouTube,Campaign_7,12,user_4726,Protein Powder,16-04-2025,3,27.77
YouTube,Campaign_10,95,user_4114,Protein Powder,21-01-2025,4,331.48
YouTube,Campaign_15,21,user_3392,Kids Shake,20-04-2025,3,417.53
Instagram,Campaign_14,47,user_4286,Omega-3,20-06-2025,2,240.24
YouTube,Campaign_12,69,user_1450,Multivitamin,03-03-2025,4,203.15
YouTube,Campaign_14,20,user_2321,Protein Powder,27-06-2025,1,63.03
Twitter,Campaign_1,18,user_3370,Protein Powder,14-03-2025,5,465.07
Twitter,Campaign_4,67,user_3639,Protein Powder,30-01-2025,3,428.82
Instagram,Campaign_7,30,user_1826,Kids Shake,28-02-2025,4,74.96
Instagram,Campaign_16,92,user_1020,Omega-3,23-03-2025,4,455.84
Instagram,Campaign_13,47,user_63,Omega-3,23-05-2025,5,156.13
Instagram,Campaign_9,100,user_2519,Kids Shake,28-01-2025,2,22
YouTube,Campaign_14,74,user_268,Protein Powder,13-07-2025,2,399.44
Instagram,Campaign_17,40,user_4915,Omega-3,25-04-2025,2,480.4
Instagram,Campaign_14,88,user_1982,Kids Shake,31-05-2025,5,329.33
Instagram,Campaign_2,15,user_4734,Kids Shake,17-06-2025,4,489.13
Twitter,Campaign_6,33,user_3303,Omega-3,09-03-2025,2,229.95
Instagram,Campaign_4,99,user_1035,Protein Powder,08-02-2025,5,396.46
YouTube,Campaign_9,55,user_4530,Multivitamin,28-04-2025,2,64.76
Instagram,Campaign_1,26,user_3584,Protein Powder,09-02-2025,5,93.46
Twitter,Campaign_20,1,user_4454,Protein Powder,23-02-2025,4,32.14
Twitter,Campaign_5,38,user_3717,Omega-3,02-06-2025,2,333.21
Twitter,Campaign_8,37,user_2433,Multivitamin,04-03-2025,2,368.63
Instagram,Campaign_13,16,user_2134,Protein Powder,10-05-2025,1,468.79
Instagram,Campaign_1,65,user_4747,Protein Powder,21-06-2025,4,465.06
Twitter,Campaign_4,32,user_878,Multivitamin,08-05-2025,3,449.41
Instagram,Campaign_3,31,user_634,Kids Shake,18-04-2025,2,207.58
Instagram,Campaign_16,30,user_180,Kids Shake,01-07-2025,4,480.42
YouTube,Campaign_3,4,user_1723,Kids Shake,14-04-2025,3,324.1
YouTube,Campaign_15,93,user_1320,Multivitamin,04-05-2025,1,453.75
Instagram,Campaign_19,49,user_4970,Protein Powder,19-06-2025,3,496.99
Instagram,Campaign_16,47,user_4916,Protein Powder,09-06-2025,5,376.01
Instagram,Campaign_4,57,user_1580,Protein Powder,04-03-2025,1,268.64
YouTube,Campaign_5,69,user_1772,Omega-3,20-06-2025,2,34.16
Twitter,Campaign_5,67,user_1801,Protein Powder,23-01-2025,2,148.44
Twitter,Campaign_16,6,user_1633,Protein Powder,21-04-2025,5,332.92
Twitter,Campaign_15,45,user_4062,Kids Shake,10-03-2025,4,462.73
Twitter,Campaign_9,1,user_1417,Multivitamin,25-01-2025,3,481.7
Instagram,Campaign_4,28,user_4782,Omega-3,07-06-2025,2,477.81
Twitter,Campaign_16,32,user_3551,Kids Shake,02-04-2025,5,378.6
YouTube,Campaign_11,95,user_882,Kids Shake,01-04-2025,2,292.23
Twitter,Campaign_12,79,user_527,Kids Shake,07-06-2025,1,479.89
Instagram,Campaign_9,66,user_4808,Kids Shake,05-05-2025,5,416.81
Twitter,Campaign_17,5,user_2886,Kids Shake,12-07-2025,1,106.35
YouTube,Campaign_11,81,user_3518,Multivitamin,19-04-2025,2,54.87
YouTube,Campaign_12,4,user_3048,Multivitamin,30-04-2025,1,24.62
Twitter,Campaign_1,89,user_2695,Multivitamin,22-03-2025,5,401.71
Twitter,Campaign_8,37,user_4601,Protein Powder,12-04-2025,3,308.86
YouTube,Campaign_17,81,user_1782,Protein Powder,26-02-2025,3,363.81
Twitter,Campaign_3,90,user_4702,Kids Shake,26-01-2025,4,172.54
Twitter,Campaign_11,5,user_1624,Multivitamin,07-07-2025,4,259.35
Twitter,Campaign_9,70,user_3451,Protein Powder,18-06-2025,4,102.15
YouTube,Campaign_11,39,user_4843,Kids Shake,20-05-2025,5,30.21
YouTube,Campaign_1,39,user_4717,Protein Powder,23-03-2025,3,82.91
YouTube,Campaign_13,51,user_304,Protein Powder,24-04-2025,1,53.34
YouTube,Campaign_4,17,user_3401,Omega-3,10-05-2025,3,381.77
Instagram,Campaign_13,92,user_654,Omega-3,15-03-2025,5,42.59
Twitter,Campaign_10,56,user_3724,Kids Shake,05-02-2025,1,424.68
Instagram,Campaign_20,30,user_842,Protein Powder,23-05-2025,1,416.22
Twitter,Campaign_5,11,user_862,Omega-3,24-01-2025,4,128.64
Twitter,Campaign_3,80,user_1566,Omega-3,04-03-2025,1,468.37
Twitter,Campaign_2,8,user_2128,Protein Powder,21-06-2025,1,474.63
YouTube,Campaign_3,27,user_2161,Omega-3,24-01-2025,5,399.98
Instagram,Campaign_13,94,user_2212,Multivitamin,14-06-2025,5,241.13
YouTube,Campaign_5,81,user_2616,Multivitamin,20-02-2025,4,325.71
Twitter,Campaign_4,90,user_4275,Multivitamin,22-02-2025,4,337.41
YouTube,Campaign_9,72,user_2638,Kids Shake,23-05-2025,1,146.63
Instagram,Campaign_10,31,user_679,Omega-3,27-02-2025,2,336.55
Instagram,Campaign_7,66,user_640,Protein Powder,15-03-2025,1,121.99
Instagram,Campaign_7,28,user_3836,Kids Shake,01-06-2025,4,70.18
Twitter,Campaign_7,64,user_4838,Omega-3,01-05-2025,4,334.54
Instagram,Campaign_17,49,user_866,Multivitamin,24-05-2025,3,205.08
YouTube,Campaign_15,29,user_4207,Multivitamin,08-04-2025,2,52.95
Instagram,Campaign_14,86,user_1346,Omega-3,22-02-2025,1,90.7
Twitter,Campaign_4,5,user_903,Multivitamin,15-07-2025,4,109.77
Twitter,Campaign_1,67,user_3902,Kids Shake,20-04-2025,3,76.8
Instagram,Campaign_18,50,user_689,Omega-3,31-03-2025,2,92.3
Instagram,Campaign_17,91,user_3530,Omega-3,06-07-2025,4,150.84
Instagram,Campaign_4,49,user_403,Kids Shake,02-04-2025,2,161.12
Instagram,Campaign_13,96,user_1448,Omega-3,06-03-2025,5,256.94
Instagram,Campaign_14,84,user_895,Protein Powder,04-02-2025,2,480.31
Instagram,Campaign_8,40,user_944,Protein Powder,10-07-2025,5,147.77
Twitter,Campaign_3,37,user_4360,Protein Powder,10-05-2025,2,443.65
Twitter,Campaign_13,36,user_3211,Kids Shake,24-06-2025,2,372.28
Twitter,Campaign_9,22,user_4057,Multivitamin,06-06-2025,2,186.86
Instagram,Campaign_10,35,user_4885,Omega-3,19-07-2025,1,108.84
Twitter,Campaign_20,11,user_3906,Omega-3,24-01-2025,2,101.71
Twitter,Campaign_3,48,user_1366,Multivitamin,25-04-2025,4,88.08
YouTube,Campaign_1,61,user_3888,Kids Shake,25-04-2025,1,105.21
Twitter,Campaign_9,67,user_631,Multivitamin,27-01-2025,1,305.12
YouTube,Campaign_16,71,user_4778,Protein Powder,16-03-2025,2,246.83
YouTube,Campaign_2,54,user_143,Omega-3,22-05-2025,5,261.51
Twitter,Campaign_5,79,user_770,Protein Powder,03-05-2025,3,237.26
Twitter,Campaign_12,98,user_4471,Omega-3,31-01-2025,4,141.7
Twitter,Campaign_15,45,user_112,Omega-3,03-05-2025,3,447.86
Twitter,Campaign_20,6,user_3968,Protein Powder,11-05-2025,5,369.54
Twitter,Campaign_1,1,user_1212,Kids Shake,24-05-2025,2,191.45
YouTube,Campaign_1,44,user_2002,Kids Shake,18-04-2025,2,377.3
YouTube,Campaign_7,97,user_3095,Protein Powder,10-05-2025,5,451.63
YouTube,Campaign_15,69,user_4317,Multivitamin,13-05-2025,3,446.24
Twitter,Campaign_13,2,user_4827,Kids Shake,10-05-2025,3,111.47
YouTube,Campaign_19,46,user_4261,Omega-3,13-02-2025,1,228.06
Instagram,Campaign_15,94,user_4643,Omega-3,07-05-2025,1,485.35
Instagram,Campaign_16,28,user_1206,Kids Shake,26-01-2025,2,271.13
Instagram,Campaign_10,58,user_4573,Multivitamin,03-05-2025,4,158.36
Instagram,Campaign_10,31,user_128,Kids Shake,09-07-2025,2,155.85
Twitter,Campaign_19,77,user_1012,Protein Powder,16-03-2025,3,22.44
Instagram,Campaign_12,16,user_6,Protein Powder,16-05-2025,2,188.1
YouTube,Campaign_10,12,user_4113,Multivitamin,27-06-2025,3,88.47
YouTube,Campaign_7,97,user_3540,Protein Powder,06-05-2025,2,35.43
Twitter,Campaign_12,79,user_2038,Kids Shake,02-04-2025,4,484.12
YouTube,Campaign_4,54,user_2141,Omega-3,17-02-2025,3,103.18
Instagram,Campaign_14,60,user_2642,Multivitamin,26-01-2025,2,140.01
Instagram,Campaign_14,88,user_4541,Multivitamin,03-05-2025,3,61.09
Twitter,Campaign_19,90,user_3778,Multivitamin,14-04-2025,4,66.1
Twitter,Campaign_17,37,user_3621,Omega-3,13-03-2025,3,244.82
Twitter,Campaign_14,3,user_3822,Kids Shake,05-04-2025,4,33.28
Twitter,Campaign_18,18,user_217,Kids Shake,27-06-2025,2,315.3
YouTube,Campaign_10,61,user_1988,Omega-3,17-06-2025,5,280.77
Twitter,Campaign_19,98,user_2404,Protein Powder,10-04-2025,2,213.41
Instagram,Campaign_1,10,user_3792,Kids Shake,06-07-2025,1,46.25
YouTube,Campaign_4,46,user_2732,Protein Powder,06-05-2025,5,251.1
Twitter,Campaign_11,32,user_499,Protein Powder,20-02-2025,5,374.89
Instagram,Campaign_2,66,user_1680,Multivitamin,26-02-2025,4,85.47
Instagram,Campaign_5,62,user_2465,Omega-3,18-07-2025,4,319.36
Twitter,Campaign_7,67,user_940,Protein Powder,19-07-2025,2,309.82
Instagram,Campaign_4,34,user_4259,Protein Powder,17-05-2025,2,69.73
Twitter,Campaign_1,36,user_4144,Kids Shake,10-04-2025,1,464.5
Twitter,Campaign_10,8,user_3315,Kids Shake,02-06-2025,2,424.03
YouTube,Campaign_18,61,user_2133,Kids Shake,01-02-2025,5,79.13
Twitter,Campaign_5,38,user_178,Multivitamin,13-06-2025,2,101.97
Instagram,Campaign_18,66,user_1642,Kids Shake,19-03-2025,3,158.94
YouTube,Campaign_4,24,user_4824,Kids Shake,16-04-2025,3,207.77
YouTube,Campaign_4,4,user_3801,Kids Shake,02-04-2025,2,33.43
Instagram,Campaign_15,57,user_985,Kids Shake,17-07-2025,5,165.33
Instagram,Campaign_20,10,user_3642,Protein Powder,20-04-2025,2,244.6
Twitter,Campaign_15,45,user_2269,Protein Powder,09-06-2025,3,260.31
Instagram,Campaign_17,88,user_1727,Omega-3,07-03-2025,4,266.26
Instagram,Campaign_6,16,user_1241,Omega-3,02-02-2025,5,182.86
YouTube,Campaign_5,12,user_2281,Omega-3,10-04-2025,1,459.76
YouTube,Campaign_16,83,user_3085,Kids Shake,14-02-2025,2,296.5
Instagram,Campaign_17,59,user_4305,Omega-3,16-06-2025,3,302.65
Twitter,Campaign_19,36,user_2852,Kids Shake,02-07-2025,1,34.17
Twitter,Campaign_6,11,user_1899,Protein Powder,30-01-2025,1,259.73
YouTube,Campaign_16,12,user_2652,Multivitamin,20-05-2025,1,451.9
Instagram,Campaign_6,34,user_3147,Kids Shake,03-07-2025,1,313.71
Instagram,Campaign_4,9,user_307,Protein Powder,28-03-2025,3,311.14
Instagram,Campaign_1,62,user_1426,Omega-3,22-06-2025,4,201.26
Instagram,Campaign_19,30,user_4559,Multivitamin,30-05-2025,3,255.73
Instagram,Campaign_10,96,user_1848,Multivitamin,08-06-2025,4,410.64
Twitter,Campaign_7,90,user_705,Protein Powder,08-02-2025,1,117.7
YouTube,Campaign_5,73,user_43,Omega-3,06-04-2025,5,282.36
Instagram,Campaign_3,60,user_2792,Multivitamin,26-01-2025,5,258.16
Twitter,Campaign_7,85,user_4673,Kids Shake,13-03-2025,3,191.11
Twitter,Campaign_18,36,user_1130,Protein Powder,29-03-2025,4,320.23
Twitter,Campaign_3,79,user_4663,Protein Powder,17-06-2025,5,163.15
Twitter,Campaign_4,41,user_4086,Multivitamin,06-07-2025,5,279.46
Instagram,Campaign_1,94,user_1836,Omega-3,16-05-2025,4,357.57
Instagram,Campaign_3,40,user_1294,Omega-3,30-06-2025,5,296.17
Instagram,Campaign_17,87,user_4097,Omega-3,08-04-2025,5,47.19
Instagram,Campaign_4,86,user_4775,Kids Shake,13-05-2025,1,35.49
Instagram,Campaign_14,59,user_2138,Multivitamin,25-04-2025,1,86.86
Instagram,Campaign_18,13,user_2701,Protein Powder,20-05-2025,4,55
YouTube,Campaign_19,81,user_4998,Protein Powder,22-04-2025,1,475.96
Twitter,Campaign_20,37,user_661,Kids Shake,16-06-2025,3,367.2
Twitter,Campaign_4,90,user_292,Kids Shake,12-03-2025,2,332.16
Twitter,Campaign_14,14,user_3913,Omega-3,22-05-2025,1,467
Instagram,Campaign_1,87,user_1608,Kids Shake,26-01-2025,1,285.2
Twitter,Campaign_2,32,user_3172,Kids Shake,22-01-2025,2,226.26
Instagram,Campaign_14,25,user_4502,Multivitamin,20-06-2025,4,76.64
Twitter,Campaign_20,2,user_3013,Omega-3,31-05-2025,3,229.53
Instagram,Campaign_2,100,user_1952,Multivitamin,26-06-2025,5,24.82
Twitter,Campaign_14,23,user_4393,Protein Powder,16-07-2025,2,410.06
YouTube,Campaign_3,29,user_465,Multivitamin,29-03-2025,2,155.65
Instagram,Campaign_11,84,user_2865,Multivitamin,06-05-2025,2,310.94
YouTube,Campaign_16,17,user_1003,Protein Powder,30-06-2025,3,470.42
Instagram,Campaign_7,42,user_4055,Omega-3,24-05-2025,4,362.3
Instagram,Campaign_12,84,user_4518,Omega-3,02-02-2025,2,272.89
Twitter,Campaign_9,68,user_2613,Protein Powder,06-07-2025,3,452.2
Instagram,Campaign_20,86,user_3984,Omega-3,29-06-2025,2,457.78
